r(m), B_r(T), B_theta(T), B_z(T) 
7.25000e-01, 1.10887e+00, 9.09165e-01, -9.29087e-01 
7.27500e-01, 1.10809e+00, 9.07093e-01, -9.31676e-01 
7.30000e-01, 1.10731e+00, 9.05016e-01, -9.34259e-01 
7.32500e-01, 1.10653e+00, 9.02933e-01, -9.36836e-01 
7.35000e-01, 1.10574e+00, 9.00845e-01, -9.39406e-01 
7.37500e-01, 1.10495e+00, 8.98751e-01, -9.41971e-01 
7.40000e-01, 1.10416e+00, 8.96652e-01, -9.44529e-01 
7.42500e-01, 1.10337e+00, 8.94547e-01, -9.47081e-01 
7.45000e-01, 1.10257e+00, 8.92437e-01, -9.49627e-01 
7.47500e-01, 1.10178e+00, 8.90321e-01, -9.52167e-01 
7.50000e-01, 1.10098e+00, 8.88200e-01, -9.54701e-01 
7.52500e-01, 1.10018e+00, 8.86073e-01, -9.57228e-01 
7.55000e-01, 1.09937e+00, 8.83941e-01, -9.59749e-01 
7.57500e-01, 1.09857e+00, 8.81803e-01, -9.62264e-01 
7.60000e-01, 1.09776e+00, 8.79660e-01, -9.64772e-01 
7.62500e-01, 1.09695e+00, 8.77511e-01, -9.67275e-01 
7.65000e-01, 1.09613e+00, 8.75357e-01, -9.69771e-01 
7.67500e-01, 1.09532e+00, 8.73198e-01, -9.72260e-01 
7.70000e-01, 1.09450e+00, 8.71034e-01, -9.74744e-01 
7.72500e-01, 1.09368e+00, 8.68864e-01, -9.77221e-01 
7.75000e-01, 1.09286e+00, 8.66688e-01, -9.79691e-01 
7.77500e-01, 1.09203e+00, 8.64508e-01, -9.82155e-01 
7.80000e-01, 1.09120e+00, 8.62322e-01, -9.84613e-01 
7.82500e-01, 1.09038e+00, 8.60131e-01, -9.87065e-01 
7.85000e-01, 1.08954e+00, 8.57934e-01, -9.89510e-01 
7.87500e-01, 1.08871e+00, 8.55733e-01, -9.91948e-01 
7.90000e-01, 1.08788e+00, 8.53526e-01, -9.94380e-01 
7.92500e-01, 1.08704e+00, 8.51314e-01, -9.96806e-01 
7.95000e-01, 1.08620e+00, 8.49097e-01, -9.99225e-01 
7.97500e-01, 1.08535e+00, 8.46874e-01, -1.00164e+00 
8.00000e-01, 1.08451e+00, 8.44646e-01, -1.00404e+00 
8.02500e-01, 1.08366e+00, 8.42414e-01, -1.00644e+00 
8.05000e-01, 1.08281e+00, 8.40176e-01, -1.00884e+00 
8.07500e-01, 1.08196e+00, 8.37933e-01, -1.01122e+00 
8.10000e-01, 1.08111e+00, 8.35685e-01, -1.01360e+00 
8.12500e-01, 1.08025e+00, 8.33431e-01, -1.01598e+00 
8.15000e-01, 1.07940e+00, 8.31173e-01, -1.01834e+00 
8.17500e-01, 1.07854e+00, 8.28910e-01, -1.02070e+00 
8.20000e-01, 1.07767e+00, 8.26642e-01, -1.02306e+00 
8.22500e-01, 1.07681e+00, 8.24368e-01, -1.02540e+00 
8.25000e-01, 1.07594e+00, 8.22090e-01, -1.02774e+00 
8.27500e-01, 1.07507e+00, 8.19806e-01, -1.03008e+00 
8.30000e-01, 1.07420e+00, 8.17518e-01, -1.03240e+00 
8.32500e-01, 1.07333e+00, 8.15225e-01, -1.03472e+00 
8.35000e-01, 1.07245e+00, 8.12927e-01, -1.03704e+00 
8.37500e-01, 1.07158e+00, 8.10624e-01, -1.03934e+00 
8.40000e-01, 1.07070e+00, 8.08316e-01, -1.04164e+00 
8.42500e-01, 1.06981e+00, 8.06003e-01, -1.04393e+00 
8.45000e-01, 1.06893e+00, 8.03685e-01, -1.04622e+00 
8.47500e-01, 1.06804e+00, 8.01362e-01, -1.04850e+00 
8.50000e-01, 1.06716e+00, 7.99035e-01, -1.05077e+00 
8.52500e-01, 1.06627e+00, 7.96703e-01, -1.05304e+00 
8.55000e-01, 1.06537e+00, 7.94366e-01, -1.05530e+00 
8.57500e-01, 1.06448e+00, 7.92024e-01, -1.05755e+00 
8.60000e-01, 1.06358e+00, 7.89677e-01, -1.05979e+00 
8.62500e-01, 1.06268e+00, 7.87326e-01, -1.06203e+00 
8.65000e-01, 1.06178e+00, 7.84970e-01, -1.06426e+00 
8.67500e-01, 1.06088e+00, 7.82609e-01, -1.06649e+00 
8.70000e-01, 1.05997e+00, 7.80243e-01, -1.06871e+00 
8.72500e-01, 1.05907e+00, 7.77873e-01, -1.07092e+00 
8.75000e-01, 1.05816e+00, 7.75498e-01, -1.07312e+00 
8.77500e-01, 1.05725e+00, 7.73119e-01, -1.07532e+00 
8.80000e-01, 1.05633e+00, 7.70735e-01, -1.07751e+00 
8.82500e-01, 1.05542e+00, 7.68346e-01, -1.07969e+00 
8.85000e-01, 1.05450e+00, 7.65953e-01, -1.08186e+00 
8.87500e-01, 1.05358e+00, 7.63555e-01, -1.08403e+00 
8.90000e-01, 1.05266e+00, 7.61152e-01, -1.08619e+00 
8.92500e-01, 1.05173e+00, 7.58745e-01, -1.08835e+00 
8.95000e-01, 1.05081e+00, 7.56334e-01, -1.09050e+00 
8.97500e-01, 1.04988e+00, 7.53918e-01, -1.09264e+00 
9.00000e-01, 1.04895e+00, 7.51497e-01, -1.09477e+00 
