r(m), B_r(T), B_theta(T), B_z(T) 
5.90000e-01, 1.47769e+00, 1.43968e+00, -4.76906e-01 
5.92500e-01, 1.47691e+00, 1.43859e+00, -4.78777e-01 
5.95000e-01, 1.47612e+00, 1.43749e+00, -4.80646e-01 
5.97500e-01, 1.47533e+00, 1.43638e+00, -4.82512e-01 
6.00000e-01, 1.47454e+00, 1.43527e+00, -4.84377e-01 
6.02500e-01, 1.47375e+00, 1.43416e+00, -4.86240e-01 
6.05000e-01, 1.47295e+00, 1.43304e+00, -4.88101e-01 
6.07500e-01, 1.47215e+00, 1.43192e+00, -4.89961e-01 
6.10000e-01, 1.47135e+00, 1.43079e+00, -4.91818e-01 
6.12500e-01, 1.47055e+00, 1.42966e+00, -4.93673e-01 
6.15000e-01, 1.46974e+00, 1.42853e+00, -4.95527e-01 
6.17500e-01, 1.46893e+00, 1.42739e+00, -4.97378e-01 
6.20000e-01, 1.46811e+00, 1.42625e+00, -4.99228e-01 
6.22500e-01, 1.46729e+00, 1.42510e+00, -5.01075e-01 
6.25000e-01, 1.46647e+00, 1.42395e+00, -5.02921e-01 
6.27500e-01, 1.46565e+00, 1.42280e+00, -5.04765e-01 
6.30000e-01, 1.46482e+00, 1.42164e+00, -5.06606e-01 
6.32500e-01, 1.46399e+00, 1.42047e+00, -5.08446e-01 
6.35000e-01, 1.46316e+00, 1.41930e+00, -5.10284e-01 
6.37500e-01, 1.46232e+00, 1.41813e+00, -5.12120e-01 
6.40000e-01, 1.46148e+00, 1.41696e+00, -5.13953e-01 
6.42500e-01, 1.46064e+00, 1.41578e+00, -5.15785e-01 
6.45000e-01, 1.45980e+00, 1.41459e+00, -5.17615e-01 
6.47500e-01, 1.45895e+00, 1.41340e+00, -5.19442e-01 
6.50000e-01, 1.45810e+00, 1.41221e+00, -5.21268e-01 
6.52500e-01, 1.45724e+00, 1.41101e+00, -5.23092e-01 
6.55000e-01, 1.45639e+00, 1.40981e+00, -5.24913e-01 
6.57500e-01, 1.45553e+00, 1.40861e+00, -5.26733e-01 
6.60000e-01, 1.45466e+00, 1.40740e+00, -5.28550e-01 
6.62500e-01, 1.45380e+00, 1.40618e+00, -5.30366e-01 
6.65000e-01, 1.45293e+00, 1.40496e+00, -5.32179e-01 
6.67500e-01, 1.45206e+00, 1.40374e+00, -5.33990e-01 
6.70000e-01, 1.45118e+00, 1.40252e+00, -5.35799e-01 
6.72500e-01, 1.45030e+00, 1.40129e+00, -5.37606e-01 
6.75000e-01, 1.44942e+00, 1.40005e+00, -5.39411e-01 
6.77500e-01, 1.44854e+00, 1.39881e+00, -5.41214e-01 
6.80000e-01, 1.44765e+00, 1.39757e+00, -5.43015e-01 
6.82500e-01, 1.44676e+00, 1.39632e+00, -5.44813e-01 
6.85000e-01, 1.44587e+00, 1.39507e+00, -5.46610e-01 
6.87500e-01, 1.44497e+00, 1.39382e+00, -5.48404e-01 
6.90000e-01, 1.44407e+00, 1.39256e+00, -5.50196e-01 
6.92500e-01, 1.44317e+00, 1.39130e+00, -5.51986e-01 
6.95000e-01, 1.44227e+00, 1.39003e+00, -5.53774e-01 
6.97500e-01, 1.44136e+00, 1.38876e+00, -5.55560e-01 
7.00000e-01, 1.44045e+00, 1.38748e+00, -5.57343e-01 
7.02500e-01, 1.43954e+00, 1.38620e+00, -5.59125e-01 
7.05000e-01, 1.43862e+00, 1.38492e+00, -5.60904e-01 
7.07500e-01, 1.43770e+00, 1.38363e+00, -5.62681e-01 
7.10000e-01, 1.43678e+00, 1.38234e+00, -5.64456e-01 
7.12500e-01, 1.43585e+00, 1.38105e+00, -5.66228e-01 
7.15000e-01, 1.43492e+00, 1.37975e+00, -5.67999e-01 
7.17500e-01, 1.43399e+00, 1.37844e+00, -5.69767e-01 
7.20000e-01, 1.43306e+00, 1.37713e+00, -5.71533e-01 
7.22500e-01, 1.43212e+00, 1.37582e+00, -5.73296e-01 
7.25000e-01, 1.43118e+00, 1.37451e+00, -5.75058e-01 
7.27500e-01, 1.43024e+00, 1.37319e+00, -5.76817e-01 
7.30000e-01, 1.42929e+00, 1.37186e+00, -5.78574e-01 
7.32500e-01, 1.42835e+00, 1.37054e+00, -5.80329e-01 
7.35000e-01, 1.42739e+00, 1.36920e+00, -5.82081e-01 
7.37500e-01, 1.42644e+00, 1.36787e+00, -5.83831e-01 
7.40000e-01, 1.42548e+00, 1.36653e+00, -5.85579e-01 
7.42500e-01, 1.42452e+00, 1.36519e+00, -5.87325e-01 
7.45000e-01, 1.42356e+00, 1.36384e+00, -5.89068e-01 
7.47500e-01, 1.42259e+00, 1.36249e+00, -5.90809e-01 
7.50000e-01, 1.42162e+00, 1.36113e+00, -5.92548e-01 
7.52500e-01, 1.42065e+00, 1.35977e+00, -5.94284e-01 
7.55000e-01, 1.41968e+00, 1.35841e+00, -5.96018e-01 
7.57500e-01, 1.41870e+00, 1.35704e+00, -5.97750e-01 
7.60000e-01, 1.41772e+00, 1.35567e+00, -5.99479e-01 
7.62500e-01, 1.41674e+00, 1.35429e+00, -6.01206e-01 
7.65000e-01, 1.41575e+00, 1.35292e+00, -6.02931e-01 
7.67500e-01, 1.41476e+00, 1.35153e+00, -6.04653e-01 
7.70000e-01, 1.41377e+00, 1.35015e+00, -6.06373e-01 
7.72500e-01, 1.41278e+00, 1.34875e+00, -6.08091e-01 
7.75000e-01, 1.41178e+00, 1.34736e+00, -6.09806e-01 
7.77500e-01, 1.41078e+00, 1.34596e+00, -6.11519e-01 
7.80000e-01, 1.40978e+00, 1.34456e+00, -6.13230e-01 
7.82500e-01, 1.40877e+00, 1.34315e+00, -6.14938e-01 
7.85000e-01, 1.40776e+00, 1.34174e+00, -6.16643e-01 
7.87500e-01, 1.40675e+00, 1.34033e+00, -6.18347e-01 
7.90000e-01, 1.40574e+00, 1.33891e+00, -6.20048e-01 
7.92500e-01, 1.40472e+00, 1.33749e+00, -6.21746e-01 
7.95000e-01, 1.40370e+00, 1.33606e+00, -6.23442e-01 
7.97500e-01, 1.40268e+00, 1.33463e+00, -6.25136e-01 
8.00000e-01, 1.40165e+00, 1.33320e+00, -6.26827e-01 
8.02500e-01, 1.40062e+00, 1.33176e+00, -6.28516e-01 
8.05000e-01, 1.39959e+00, 1.33032e+00, -6.30202e-01 
8.07500e-01, 1.39856e+00, 1.32888e+00, -6.31886e-01 
8.10000e-01, 1.39752e+00, 1.32743e+00, -6.33567e-01 
8.12500e-01, 1.39648e+00, 1.32597e+00, -6.35246e-01 
8.15000e-01, 1.39544e+00, 1.32452e+00, -6.36922e-01 
8.17500e-01, 1.39439e+00, 1.32306e+00, -6.38596e-01 
8.20000e-01, 1.39335e+00, 1.32159e+00, -6.40268e-01 
8.22500e-01, 1.39230e+00, 1.32013e+00, -6.41937e-01 
8.25000e-01, 1.39124e+00, 1.31865e+00, -6.43603e-01 
8.27500e-01, 1.39019e+00, 1.31718e+00, -6.45267e-01 
8.30000e-01, 1.38913e+00, 1.31570e+00, -6.46928e-01 
8.32500e-01, 1.38807e+00, 1.31422e+00, -6.48587e-01 
8.35000e-01, 1.38700e+00, 1.31273e+00, -6.50244e-01 
8.37500e-01, 1.38593e+00, 1.31124e+00, -6.51897e-01 
8.40000e-01, 1.38486e+00, 1.30975e+00, -6.53549e-01 
8.42500e-01, 1.38379e+00, 1.30825e+00, -6.55197e-01 
8.45000e-01, 1.38272e+00, 1.30675e+00, -6.56844e-01 
8.47500e-01, 1.38164e+00, 1.30524e+00, -6.58487e-01 
8.50000e-01, 1.38056e+00, 1.30373e+00, -6.60128e-01 
8.52500e-01, 1.37947e+00, 1.30222e+00, -6.61767e-01 
8.55000e-01, 1.37839e+00, 1.30070e+00, -6.63403e-01 
8.57500e-01, 1.37730e+00, 1.29918e+00, -6.65036e-01 
8.60000e-01, 1.37621e+00, 1.29766e+00, -6.66667e-01 
8.62500e-01, 1.37511e+00, 1.29613e+00, -6.68295e-01 
8.65000e-01, 1.37402e+00, 1.29460e+00, -6.69920e-01 
8.67500e-01, 1.37292e+00, 1.29306e+00, -6.71543e-01 
8.70000e-01, 1.37181e+00, 1.29153e+00, -6.73163e-01 
8.72500e-01, 1.37071e+00, 1.28998e+00, -6.74781e-01 
8.75000e-01, 1.36960e+00, 1.28844e+00, -6.76396e-01 
8.77500e-01, 1.36849e+00, 1.28689e+00, -6.78009e-01 
8.80000e-01, 1.36738e+00, 1.28533e+00, -6.79618e-01 
8.82500e-01, 1.36626e+00, 1.28378e+00, -6.81226e-01 
8.85000e-01, 1.36514e+00, 1.28222e+00, -6.82830e-01 
8.87500e-01, 1.36402e+00, 1.28065e+00, -6.84432e-01 
8.90000e-01, 1.36290e+00, 1.27909e+00, -6.86031e-01 
8.92500e-01, 1.36177e+00, 1.27751e+00, -6.87627e-01 
8.95000e-01, 1.36064e+00, 1.27594e+00, -6.89221e-01 
8.97500e-01, 1.35951e+00, 1.27436e+00, -6.90812e-01 
9.00000e-01, 1.35838e+00, 1.27278e+00, -6.92401e-01 
9.02500e-01, 1.35724e+00, 1.27119e+00, -6.93987e-01 
9.05000e-01, 1.35610e+00, 1.26960e+00, -6.95570e-01 
9.07500e-01, 1.35496e+00, 1.26801e+00, -6.97150e-01 
9.10000e-01, 1.35381e+00, 1.26641e+00, -6.98728e-01 
9.12500e-01, 1.35266e+00, 1.26481e+00, -7.00303e-01 
9.15000e-01, 1.35151e+00, 1.26321e+00, -7.01875e-01 
9.17500e-01, 1.35036e+00, 1.26160e+00, -7.03444e-01 
9.20000e-01, 1.34921e+00, 1.25999e+00, -7.05011e-01 
9.22500e-01, 1.34805e+00, 1.25838e+00, -7.06575e-01 
9.25000e-01, 1.34689e+00, 1.25676e+00, -7.08136e-01 
9.27500e-01, 1.34572e+00, 1.25514e+00, -7.09694e-01 
9.30000e-01, 1.34456e+00, 1.25351e+00, -7.11250e-01 
9.32500e-01, 1.34339e+00, 1.25188e+00, -7.12803e-01 
